Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-February-2020,1263.80,1263.80,1233.40,1241.20,1237.123386461884701072,1851986,5762,2291135192.00,1790677,96.69,30.40,-22.60
12-February-2020,1244.00,1252.80,1244.00,1249.05,1249.462112263763352506,77888,4068,97318105.00,34957,44.88,8.80,5.05
11-February-2020,1240.10,1255.30,1238.60,1240.05,1247.253374668364124043,102899,4473,128341125.00,45984,44.69,16.70,-0.05
10-February-2020,1246.70,1246.70,1226.00,1240.20,1236.327562758153293829,873512,6127,1079946962.00,808312,92.54,20.70,-6.50
7-February-2020,1242.15,1246.70,1232.00,1241.90,1238.012637383318277627,106272,3781,131566079.00,40130,37.76,14.70,-0.25
6-February-2020,1248.00,1248.30,1237.45,1239.85,1241.788655077767612076,191275,8486,237523125.00,88152,46.09,10.85,-8.15
5-February-2020,1235.00,1248.00,1227.40,1244.20,1235.053194000657600768,237226,5768,292986729.00,161694,68.16,20.60,9.20
4-February-2020,1210.00,1233.70,1199.00,1229.25,1219.601930874138762085,211614,11487,258084843.00,94518,44.67,34.70,19.25
3-February-2020,1199.10,1199.10,1178.00,1193.00,1190.136101287379232603,206699,13172,245999942.00,97379,47.11,21.10,-6.10
1-February-2020,1218.25,1227.95,1192.00,1199.00,1209.195477466120390797,190380,9587,230206635.00,93064,48.88,35.95,-19.25
31-January-2020,1234.90,1237.80,1220.55,1225.70,1229.210305432501748659,102936,4680,126529992.00,38175,37.09,17.25,-9.20
30-January-2020,1236.00,1239.35,1217.45,1227.10,1224.895083694788930295,261904,10512,320804922.00,159731,60.99,21.90,-8.90
29-January-2020,1227.00,1242.00,1222.85,1235.95,1232.083168760717768238,446105,11527,549638462.00,300882,67.45,19.15,8.95
28-January-2020,1225.90,1227.45,1213.25,1222.85,1221.959815222606320813,162574,9362,198658895.00,93275,57.37,14.20,-3.05
27-January-2020,1237.00,1237.95,1211.50,1212.90,1220.007933131116265663,437154,22779,533331348.00,292370,66.88,26.45,-24.10
24-January-2020,1247.70,1254.00,1239.50,1244.15,1250.279464837366685721,346362,11082,433049296.00,254882,73.59,14.50,-3.55
23-January-2020,1242.00,1246.65,1231.85,1245.00,1241.412803109720171095,130687,8423,162236515.00,60096,45.98,14.80,3.00
22-January-2020,1249.00,1255.45,1235.00,1240.35,1248.427767124714358355,489687,10369,611338848.00,369403,75.44,20.45,-8.65
21-January-2020,1255.00,1255.00,1239.00,1244.15,1244.083717383937648254,177060,7139,220277463.00,78783,44.50,16.00,-10.85
20-January-2020,1302.75,1303.80,1252.80,1254.90,1264.920344697232701491,259242,10741,327920480.00,123571,47.67,51.00,-47.85
17-January-2020,1285.00,1285.00,1271.95,1277.85,1277.047243456416628400,185105,5222,236387830.00,117120,63.27,13.05,-7.15
16-January-2020,1283.00,1291.20,1279.40,1287.60,1286.247008862084728018,339085,6441,436147067.00,271704,80.13,11.80,4.60
15-January-2020,1289.45,1289.45,1274.05,1284.05,1280.353132299970309952,178511,5926,228557118.00,114295,64.03,15.40,-5.40
14-January-2020,1293.50,1293.50,1278.00,1289.45,1287.405178680026490849,4766929,7044,6136969081.00,102679,2.15,15.50,-4.05
13-January-2020,1285.00,1296.60,1277.30,1287.25,1287.210951433968074072,4046429,6172,5208607723.00,189812,4.69,19.30,2.25
10-January-2020,1283.00,1286.90,1275.40,1283.20,1282.200095179821877761,147090,6352,188598812.00,99770,67.83,11.50,0.20
9-January-2020,1263.00,1275.80,1263.00,1270.80,1271.378546592489568845,143800,5603,182824235.00,68970,47.96,12.80,7.80
8-January-2020,1250.00,1261.30,1240.00,1257.05,1244.934772917937849851,2299367,6147,2862561934.00,2234314,97.17,21.30,7.05
7-January-2020,1258.30,1271.75,1252.20,1260.85,1265.811011669619653105,594878,6962,753003123.00,475489,79.93,19.55,2.55
6-January-2020,1265.80,1265.80,1236.00,1241.15,1251.677433173704832390,574250,8176,718775766.00,508762,88.60,29.80,-24.65
3-January-2020,1289.00,1289.00,1263.00,1268.10,1271.054527518106348054,1100857,5701,1399249274.00,1034354,93.96,26.00,-20.90
2-January-2020,1278.00,1287.90,1277.50,1286.65,1284.666755914711323142,41084,2219,52779249.00,16449,40.04,10.40,8.65
1-January-2020,1275.00,1280.40,1271.00,1279.05,1277.217287637044299848,44876,2304,57316403.00,21684,48.32,9.40,4.05
31-December-2019,1286.80,1286.80,1269.00,1271.80,1273.143423923824637968,45369,3413,57761244.00,23784,52.42,17.80,-15.00
30-December-2019,1280.00,1288.50,1274.80,1280.85,1279.356194063549137130,713086,6298,912290991.00,326730,45.82,13.70,0.85
27-December-2019,1278.00,1279.00,1270.00,1274.90,1275.153840615362461449,83333,3238,106262395.00,42217,50.66,9.00,-3.10
26-December-2019,1297.40,1297.40,1265.10,1271.55,1279.164735487990384795,106498,4892,136228486.00,45371,42.60,32.30,-25.85
24-December-2019,1302.00,1302.00,1287.00,1289.30,1293.585611684471000060,115983,3822,150033940.00,62354,53.76,15.00,-12.70
23-December-2019,1296.35,1303.70,1289.35,1302.30,1297.814838088616733962,74794,3495,97068763.00,23310,31.17,14.35,5.95
20-December-2019,1289.40,1299.60,1280.00,1296.20,1291.942348629287525683,108046,5717,139589203.00,42225,39.08,19.60,6.80
19-December-2019,1300.00,1304.10,1286.65,1288.45,1296.133595314566408464,132325,6235,171510878.00,52939,40.01,17.45,-11.55
18-December-2019,1276.00,1298.80,1274.15,1292.35,1286.556973402975356349,282588,6472,363565562.00,139433,49.34,24.65,16.35
17-December-2019,1261.00,1275.00,1255.75,1272.25,1269.670182398008789328,128565,4876,163235147.00,54296,42.23,19.25,11.25
16-December-2019,1264.30,1269.10,1248.60,1257.30,1253.819739346902914043,198041,9541,248307715.00,117255,59.21,20.50,-7.00
13-December-2019,1267.00,1272.00,1259.20,1262.80,1266.959857089532341492,93765,4506,118796491.00,32175,34.31,12.80,-4.20
12-December-2019,1254.00,1269.90,1252.00,1263.45,1262.845489427156403711,177483,4908,224133606.00,73950,41.67,17.90,9.45
11-December-2019,1252.50,1254.00,1213.15,1248.70,1246.268394005049510269,111694,5923,139200702.00,49657,44.46,40.85,-3.80
10-December-2019,1249.00,1253.25,1245.35,1249.75,1249.438564156573635246,68364,3522,85416618.00,29066,42.52,7.90,0.75
9-December-2019,1252.00,1252.00,1238.00,1242.90,1242.347019782556881726,109086,7019,135522667.00,48976,44.90,14.00,-9.10
6-December-2019,1255.00,1259.70,1238.50,1246.20,1248.880147359803520261,134365,5891,167805781.00,44735,33.29,21.20,-8.80
5-December-2019,1254.10,1259.00,1240.10,1245.45,1250.400483730177973910,164968,6624,206276067.00,67435,40.88,18.90,-8.65
4-December-2019,1250.15,1256.90,1234.40,1251.65,1244.668796416750374627,121454,7387,151170004.00,52514,43.24,22.50,1.50
3-December-2019,1265.00,1267.60,1253.30,1255.65,1257.896676868076808493,73846,3751,92890638.00,37783,51.16,14.30,-9.35
2-December-2019,1275.00,1276.40,1259.25,1265.35,1265.189759537957460987,108042,4612,136693632.00,44998,41.65,17.15,-9.65
29-November-2019,1268.00,1279.60,1252.05,1274.25,1263.388259354510265165,113929,6470,143936561.00,35946,31.55,27.55,6.25
28-November-2019,1282.00,1283.65,1262.25,1265.35,1269.827876216852069690,107963,4539,137094427.00,39299,36.40,21.40,-16.65
27-November-2019,1282.95,1285.80,1271.30,1278.30,1277.894791618483741153,86476,4237,110507230.00,33375,38.59,14.50,-4.65
26-November-2019,1274.00,1279.50,1266.70,1274.65,1273.529884807650510758,73616,3113,93752176.00,28305,38.45,12.80,0.65
25-November-2019,1267.05,1279.25,1265.05,1271.45,1271.321285834664134879,1301847,4097,1655065802.00,1214262,93.27,14.20,4.40
22-November-2019,1284.00,1284.00,1262.30,1265.45,1270.782331292563802710,116296,4390,147786902.00,76971,66.19,21.70,-18.55
21-November-2019,1271.80,1287.55,1268.20,1283.15,1281.419885292066034567,154828,4780,198399678.00,62491,40.36,19.35,11.35
20-November-2019,1275.00,1282.90,1267.00,1273.55,1274.788103152664543895,142895,7179,182160846.00,73479,51.42,15.90,-1.45
19-November-2019,1266.00,1275.00,1262.00,1272.40,1269.788527085393141489,153736,7271,195212209.00,70584,45.91,13.00,6.40
18-November-2019,1275.00,1280.00,1259.00,1262.00,1263.687727272727272727,121000,5544,152906215.00,59565,49.23,21.00,-13.00
15-November-2019,1283.00,1285.00,1271.00,1278.30,1280.251642788350904705,234662,5938,300426411.00,138121,58.86,14.00,-4.70
14-November-2019,1259.50,1277.40,1257.00,1273.70,1268.033722149598494534,139226,3870,176543263.00,63616,45.69,20.40,14.20
13-November-2019,1263.90,1269.75,1254.20,1258.00,1261.441016090334054797,119202,5147,150366292.00,57525,48.26,15.55,-5.90
11-November-2019,1255.00,1268.00,1251.00,1263.90,1258.704169675776350298,131545,4055,165576240.00,53915,40.99,17.00,8.90
8-November-2019,1259.75,1267.00,1251.40,1254.70,1260.098704350161117078,148960,4275,187704303.00,50789,34.10,15.60,-5.05
7-November-2019,1259.75,1269.60,1249.80,1263.25,1261.855935944107721734,210691,6790,265861689.00,81320,38.60,19.80,3.50
6-November-2019,1244.90,1259.00,1228.20,1257.00,1239.285543944796234667,429391,5333,532138059.00,310195,72.24,30.80,12.10
5-November-2019,1248.00,1248.00,1230.35,1239.40,1237.674019219599767675,151512,4311,187522466.00,62204,41.06,17.65,-8.60
4-November-2019,1245.00,1250.00,1229.50,1236.65,1238.121254303248016763,200430,7974,248156643.00,77336,38.58,20.50,-8.35
1-November-2019,1240.00,1244.30,1228.20,1240.35,1237.141885812407510554,303413,4186,375364931.00,231898,76.43,16.10,0.35
31-October-2019,1255.00,1263.90,1227.65,1229.95,1247.837754100493123470,169126,6559,211041808.00,77632,45.90,36.25,-25.05
30-October-2019,1242.15,1262.00,1242.15,1248.45,1253.439235745290572716,189832,5307,237942877.00,60951,32.11,19.85,6.30
29-October-2019,1239.70,1257.00,1237.35,1242.15,1248.285964707560257756,385635,7262,481382758.00,69978,18.15,19.65,2.45
