Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-February-2020,1269.55,1307.65,1269.55,1298.70,1296.405489010058165435,159373,6488,206612032.00,30068,18.87,38.10,29.15
12-February-2020,1273.40,1277.65,1265.90,1268.65,1270.712338300109074935,202613,1745,257462839.00,11218,5.54,11.75,-4.75
11-February-2020,1261.00,1279.00,1260.35,1271.00,1270.880297397769516728,47075,3535,59826690.00,20622,43.81,18.65,10.00
10-February-2020,1279.90,1279.90,1254.10,1257.40,1258.853246466431095406,45280,3578,57000875.00,21771,48.08,25.80,-22.50
7-February-2020,1260.00,1280.00,1258.95,1274.40,1271.447772846811308349,48672,2663,61883906.00,11939,24.53,21.05,14.40
6-February-2020,1285.00,1294.40,1252.50,1258.70,1268.711280492656302213,62843,2569,79729623.00,13632,21.69,41.90,-26.30
5-February-2020,1286.00,1298.00,1255.10,1279.90,1277.595676333821224563,154406,6663,197268438.00,33375,21.62,42.90,-6.10
4-February-2020,1199.00,1287.55,1185.35,1275.50,1244.468343625378449391,299908,10773,373226012.00,56559,18.86,102.20,76.50
3-February-2020,1173.00,1192.00,1163.10,1185.95,1177.906863304427202190,35056,2394,41292703.00,8967,25.58,28.90,12.95
1-February-2020,1188.00,1217.00,1166.00,1174.25,1190.948079298544033371,98766,4234,117625178.00,45073,45.64,51.00,-13.75
31-January-2020,1180.00,1194.95,1180.00,1188.10,1188.283672161498202015,56174,2733,66750647.00,26338,46.89,14.95,8.10
30-January-2020,1187.10,1189.90,1176.85,1179.15,1181.086754334637060761,32471,1936,38351068.00,14679,45.21,13.05,-7.95
29-January-2020,1200.00,1207.05,1183.35,1186.65,1190.842248329877908316,43410,2550,51694462.00,14426,33.23,23.70,-13.35
28-January-2020,1212.05,1222.45,1188.45,1194.75,1207.205790228105257569,56509,2299,68217992.00,12771,22.60,34.00,-17.30
27-January-2020,1230.00,1240.00,1209.10,1214.25,1225.660778779924608735,101338,3736,124206012.00,20712,20.44,30.90,-15.75
24-January-2020,1211.00,1230.35,1206.15,1227.05,1219.514676586575598650,147582,4346,179978415.00,21085,14.29,24.20,16.05
23-January-2020,1176.50,1206.00,1175.00,1204.10,1201.085340668340187647,112338,3627,134927525.00,17144,15.26,31.00,27.60
22-January-2020,1185.00,1185.35,1172.45,1177.65,1177.442782687514162701,17652,1345,20784220.00,5509,31.21,12.90,-7.35
21-January-2020,1185.30,1185.30,1161.20,1176.85,1174.209477567783926768,57462,1963,67472425.00,35657,62.05,24.10,-8.45
20-January-2020,1190.00,1194.80,1179.25,1187.65,1190.642062451337950252,97612,4569,116220953.00,76419,78.29,15.55,-2.35
17-January-2020,1193.10,1196.35,1184.25,1188.25,1189.791748184861527759,23001,1721,27366400.00,5869,25.52,12.10,-4.85
16-January-2020,1184.75,1195.00,1174.90,1193.10,1186.056463100469768146,32995,2181,39133933.00,11449,34.70,20.10,8.35
15-January-2020,1171.55,1191.50,1170.45,1184.75,1180.333040695389421138,195919,5493,231249669.00,111582,56.95,21.05,13.20
14-January-2020,1162.00,1168.50,1157.80,1166.80,1164.114718758291323958,30152,1751,35100387.00,11360,37.68,10.70,4.80
13-January-2020,1150.55,1162.60,1149.00,1159.30,1158.072925458365507209,55687,2438,64489607.00,39585,71.08,13.60,8.75
10-January-2020,1168.00,1170.00,1151.00,1154.05,1159.713176262411115116,30517,1830,35390967.00,9369,30.70,19.00,-13.95
9-January-2020,1155.00,1167.65,1148.85,1162.75,1158.765250940830460769,31621,2163,36641316.00,9477,29.97,18.80,7.75
8-January-2020,1148.00,1155.00,1138.25,1143.30,1142.349953444674657965,119213,4195,136182965.00,91822,77.02,16.75,-4.70
7-January-2020,1169.00,1172.00,1152.00,1159.90,1158.209940775462175067,102829,4039,119097570.00,40812,39.69,20.00,-9.10
6-January-2020,1159.65,1170.00,1150.00,1158.35,1159.098748301847357848,172246,8033,199650123.00,40950,23.77,20.00,-1.30
3-January-2020,1155.05,1156.00,1132.00,1139.50,1142.259311544604152407,70128,4189,80104361.00,21730,30.99,24.00,-15.55
2-January-2020,1154.50,1159.25,1140.00,1155.45,1150.342748761677848140,95694,4241,110080899.00,18043,18.85,19.25,0.95
1-January-2020,1196.40,1199.05,1152.30,1154.85,1170.111265369363288410,130373,4663,152550916.00,63853,48.98,46.75,-41.55
31-December-2019,1195.05,1203.45,1184.80,1187.60,1195.807662992495309568,68224,2366,81582782.00,36752,53.87,18.65,-7.45
30-December-2019,1194.00,1197.90,1183.65,1194.40,1190.807123530509423399,42872,1625,51052283.00,6713,15.66,14.25,0.40
27-December-2019,1193.00,1199.05,1185.25,1191.15,1190.685626850281076406,30063,2033,35795582.00,10291,34.23,13.80,-1.85
26-December-2019,1205.10,1213.60,1190.35,1192.55,1199.555193941773145744,78967,2481,94725275.00,27037,34.24,23.25,-12.55
24-December-2019,1210.55,1222.00,1200.65,1204.00,1212.150928699015565613,74459,2909,90255546.00,29561,39.70,21.35,-6.55
23-December-2019,1202.50,1229.70,1201.25,1208.40,1214.622029425752903453,130362,5902,158340557.00,26988,20.70,28.45,5.90
20-December-2019,1163.35,1206.35,1161.65,1201.95,1190.540179401581496666,112931,4343,134448893.00,44085,39.04,44.70,38.60
19-December-2019,1160.00,1162.35,1153.50,1159.70,1157.514442145197447835,46392,2245,53699410.00,30609,65.98,8.85,-0.30
18-December-2019,1159.00,1167.10,1150.55,1158.85,1160.565094704290684190,51740,1584,60047638.00,26912,52.01,16.55,-0.15
17-December-2019,1170.00,1170.00,1152.50,1158.25,1160.995626331725916788,26751,1373,31057794.00,9336,34.90,17.50,-11.75
16-December-2019,1188.00,1191.90,1163.25,1166.45,1178.400260648500812232,108959,1862,128397314.00,75176,68.99,28.65,-21.55
13-December-2019,1190.00,1203.50,1182.25,1186.20,1192.805755212963198130,39373,1593,46964341.00,8034,20.40,21.25,-3.80
12-December-2019,1192.40,1192.40,1177.00,1187.75,1185.353651354534746760,33960,1172,40254610.00,7501,22.09,15.40,-4.65
11-December-2019,1185.00,1188.75,1176.05,1179.50,1183.911300394945596525,88873,3356,105217749.00,37878,42.62,12.70,-5.50
10-December-2019,1178.00,1191.75,1172.60,1179.30,1185.574544911966577141,100530,3255,119185809.00,45321,45.08,19.15,1.30
9-December-2019,1166.00,1185.50,1166.00,1177.80,1178.058657034261530581,37097,1785,43702442.00,10937,29.48,19.50,11.80
6-December-2019,1194.80,1194.80,1168.35,1172.25,1178.653294539934536139,63241,2346,74539213.00,36640,57.94,26.45,-22.55
