Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2019,431.75,435.35,429.00,432.50,432.521607255473137331,99897,1933,43207611.00,23665,23.69,6.35,0.75
30-December-2019,430.50,433.40,426.80,429.90,430.883416302324574693,231010,3265,99538378.00,82509,35.72,6.60,-0.60
27-December-2019,422.80,426.95,421.85,425.75,424.640010946453597817,120587,2193,51206065.00,22795,18.90,5.10,2.95
26-December-2019,432.95,432.95,420.85,422.30,427.390765332376253464,231259,3186,98837961.00,61014,26.38,12.10,-10.65
24-December-2019,429.00,432.30,425.50,429.70,429.303754043618908483,153328,2917,65824286.00,14106,9.20,6.80,0.70
23-December-2019,428.00,432.00,426.90,428.25,429.314370611608665093,287406,3954,123387526.00,126150,43.89,5.10,0.25
20-December-2019,429.90,436.45,428.40,430.20,431.675925626230318580,339851,5011,146705495.00,161498,47.52,8.05,0.30
19-December-2019,441.00,441.00,427.65,433.55,432.654261193280639918,368547,4857,159453430.00,129029,35.01,13.35,-7.45
18-December-2019,432.45,441.40,427.35,439.90,435.776189578818430227,318390,3571,138746781.00,80622,25.32,14.05,7.45
17-December-2019,435.70,437.45,426.50,429.05,430.596080177658516273,864580,4789,372284759.00,637451,73.73,10.95,-6.65
16-December-2019,429.90,437.25,426.50,435.00,433.341245139237330657,510208,7195,221094170.00,204304,40.04,10.75,5.10
13-December-2019,436.30,441.90,425.80,438.65,433.919364940379552101,328914,4217,142722154.00,81481,24.77,16.10,2.35
12-December-2019,430.90,437.95,430.75,433.80,434.469668493608981865,203254,3180,88307698.00,76218,37.50,7.20,2.90
11-December-2019,434.70,434.70,425.50,429.40,428.822907536443362827,204221,4073,87574643.00,73915,36.19,9.20,-5.30
10-December-2019,429.90,435.75,425.50,427.50,430.100880412715609985,395042,7948,169907912.00,175549,44.44,10.25,-2.40
9-December-2019,434.00,434.50,423.50,427.00,430.769698270465561338,279555,6120,120423823.00,109535,39.18,11.00,-7.00
6-December-2019,439.00,443.95,427.15,428.50,434.838076140600208311,513655,5863,223356752.00,245031,47.70,16.80,-10.50
5-December-2019,441.65,441.65,433.50,436.60,436.636774523269556329,125228,2914,54679150.00,37634,30.05,8.15,-5.05
4-December-2019,437.00,444.65,431.80,443.70,440.177503915026894532,190931,3294,84043531.00,25066,13.13,12.85,6.70
3-December-2019,439.10,442.30,430.40,433.95,435.901318568411439009,262785,3748,114548328.00,144410,54.95,11.90,-5.15
2-December-2019,450.00,450.10,437.20,440.05,441.256767505839079528,197377,3507,87093937.00,67987,34.45,12.90,-9.95
29-November-2019,457.10,460.50,447.50,449.80,452.972169727951273231,147106,2932,66634924.00,29429,20.01,13.00,-7.30
28-November-2019,457.45,462.45,455.55,457.10,459.156678085169277852,287545,3488,132028207.00,98106,34.12,6.90,-0.35
27-November-2019,452.00,461.10,447.85,459.15,454.953511286543962897,335931,5669,152832988.00,75256,22.40,13.25,7.15
26-November-2019,463.00,467.45,446.50,450.70,454.282010138347329854,1656483,9760,752510427.00,1053588,63.60,20.95,-12.30
25-November-2019,453.00,463.60,450.15,458.75,459.818812365110136029,364186,6428,167459574.00,58551,16.08,13.45,5.75
22-November-2019,450.00,461.80,445.20,452.00,453.612902178751607478,646976,10395,293476661.00,121396,18.76,16.60,2.00
21-November-2019,450.00,454.25,443.85,447.20,448.875521686834521339,247754,5438,111210706.00,44196,17.84,10.40,-2.80
20-November-2019,426.90,460.60,424.00,450.20,446.256736819393175999,1371864,21215,612203552.00,383801,27.98,36.60,23.30
19-November-2019,424.60,429.70,421.85,425.80,425.959619540167962600,167061,3487,71161240.00,21031,12.59,7.85,1.20
18-November-2019,418.90,429.90,416.80,424.35,424.876118120907858819,261935,4412,111289926.00,55238,21.09,13.10,5.45
15-November-2019,412.05,418.75,410.20,414.90,415.245239863835790666,187127,2709,77703596.00,36724,19.63,8.55,2.85
14-November-2019,415.90,417.30,407.60,410.05,412.433322480359618535,190424,4742,78537203.00,41264,21.67,9.70,-5.85
13-November-2019,420.00,426.70,410.00,411.70,417.590578213980466911,208262,3846,86968249.00,50630,24.31,16.70,-8.30
11-November-2019,419.00,423.25,407.25,421.55,416.383528151373506080,449907,6944,187333864.00,51655,11.48,16.00,2.55
8-November-2019,444.00,444.00,420.00,421.80,428.502624507275670066,645645,10780,276660577.00,154396,23.91,24.00,-22.20
7-November-2019,432.10,444.00,423.45,440.45,435.339141278536875632,895727,11204,389945023.00,109008,12.17,20.55,8.35
6-November-2019,432.00,453.00,422.40,427.55,437.528457218274399383,988027,14684,432289929.00,158903,16.08,30.60,-4.45
5-November-2019,436.00,439.50,424.25,429.90,428.999297970542491057,793414,6304,340374049.00,521960,65.79,15.25,-6.10
4-November-2019,438.05,442.35,434.00,437.90,438.897410106708773270,177961,2381,78106622.00,32616,18.33,8.35,-0.15
1-November-2019,433.00,440.80,433.00,437.50,437.373775273762335477,170038,3455,74370162.00,30598,17.99,7.80,4.50
31-October-2019,430.00,440.00,429.45,433.60,435.028921846557846677,335110,4273,145782542.00,63514,18.95,10.55,3.60
30-October-2019,426.00,432.35,418.20,429.85,424.709890200686704735,217852,2956,92523899.00,48168,22.11,14.15,3.85
29-October-2019,415.50,425.40,413.95,421.85,421.481653183490258604,271573,2875,114463037.00,30011,11.05,11.45,6.35
27-October-2019,420.00,420.40,416.40,417.55,417.834517766497461928,33490,748,13993278.00,16229,48.46,4.00,-2.45
25-October-2019,405.00,421.40,404.05,417.05,411.555406683480453972,494832,4245,203650785.00,69537,14.05,17.35,12.05
24-October-2019,404.30,407.60,398.65,406.00,403.997086254555397478,234063,5710,94560770.00,47191,20.16,8.95,1.70
23-October-2019,405.55,411.30,403.25,405.30,406.665843072126504121,196294,2461,79826065.00,29507,15.03,8.05,-0.25
22-October-2019,402.00,408.00,400.00,405.55,405.465205962715733407,231304,5259,93785724.00,48978,21.17,8.00,3.55
18-October-2019,401.60,406.40,397.80,401.40,402.534547408742312696,247486,4076,99621665.00,42115,17.02,8.60,-0.20
17-October-2019,400.00,402.60,396.70,401.40,399.843449789971953958,157598,2643,63014528.00,36907,23.42,5.90,1.40
16-October-2019,399.00,402.00,394.70,399.50,398.961129667402509556,190711,2584,76086276.00,31414,16.47,7.30,0.50
15-October-2019,397.25,400.00,392.50,396.60,396.626385682938645236,140364,2040,55672066.00,25894,18.45,7.50,-0.65
14-October-2019,386.30,399.00,386.30,394.60,394.900746429561485466,194794,2867,76924296.00,50070,25.70,12.70,8.30
11-October-2019,386.95,388.90,381.60,386.30,384.750974805038992201,213376,2903,82096624.00,36573,17.14,7.30,-0.65
10-October-2019,384.90,389.80,378.90,386.95,385.326880033227957634,216685,3740,83494555.00,32370,14.94,10.90,2.05
9-October-2019,379.00,387.60,374.40,383.55,380.262428405275516250,227845,3082,86640893.00,63097,27.69,13.20,4.55
7-October-2019,388.00,388.00,372.60,379.85,378.353139040388265539,332968,4451,125979488.00,43769,13.15,15.40,-8.15
4-October-2019,392.00,394.00,384.30,385.90,387.999859564282923016,163776,2928,63545065.00,31633,19.31,9.70,-6.10
3-October-2019,385.00,391.25,377.40,388.20,385.484843338711046955,211986,3520,81717390.00,31198,14.72,13.85,3.20
1-October-2019,389.80,396.20,380.30,386.55,388.584073902920213994,225052,3303,87451623.00,37435,16.63,15.90,-3.25
30-September-2019,403.00,403.75,386.65,389.65,391.565927618920512050,359652,5268,140827469.00,93147,25.90,17.10,-13.35
27-September-2019,413.70,413.70,400.75,401.80,405.039614756377285049,230192,3426,93236879.00,64663,28.09,12.95,-11.90
26-September-2019,407.00,413.00,405.45,412.00,409.702446198988738557,273322,3916,111980692.00,40221,14.72,7.55,5.00
25-September-2019,410.00,413.00,401.90,406.75,406.747709190189943872,341364,5156,138849025.00,62056,18.18,11.10,-3.25
24-September-2019,408.80,419.60,406.40,410.05,410.787415497635887616,1637824,5484,672797488.00,1333967,81.45,13.20,1.25
23-September-2019,420.00,424.00,405.50,408.60,413.318410365858177156,539772,7142,223097705.00,97837,18.13,18.50,-11.40
20-September-2019,414.00,420.60,408.10,413.95,415.023732334235255155,443867,5536,184215339.00,58746,13.24,12.50,-0.05
19-September-2019,416.85,419.00,408.35,410.90,412.319195111183400329,215185,3345,88724906.00,38124,17.72,10.65,-5.95
18-September-2019,424.65,424.85,414.45,416.80,418.423765803447058689,263471,3575,110242528.00,34838,13.22,10.40,-7.85
17-September-2019,426.65,427.60,419.15,420.65,422.784037771825486902,176216,2265,74501312.00,36502,20.71,8.45,-6.00
16-September-2019,422.00,429.40,420.50,426.65,425.888578284248121193,252554,3390,107559864.00,36129,14.31,8.90,4.65
13-September-2019,432.00,432.75,421.50,423.25,425.811481229745967399,329564,4283,140332135.00,49631,15.06,11.25,-8.75
12-September-2019,426.00,439.80,419.65,427.70,430.172488267374812379,588956,7638,253352668.00,57402,9.75,20.15,1.70
11-September-2019,430.10,435.20,421.00,422.05,427.049814614368775819,377861,5187,161365470.00,71566,18.94,14.20,-8.05
9-September-2019,425.00,432.40,425.00,428.80,429.474078251039755594,377733,4897,162226532.00,43482,11.51,7.40,3.80
6-September-2019,417.00,426.90,414.60,424.90,420.446724809343615879,653794,8709,274885546.00,103761,15.87,12.30,7.90
5-September-2019,428.00,433.75,423.80,431.95,429.541274095602883292,415636,6270,178532817.00,31598,7.60,9.95,3.95
4-September-2019,423.00,429.60,401.50,426.40,415.880083722097971250,1561356,20366,649336864.00,118678,7.60,28.10,3.40
3-September-2019,450.35,456.05,434.50,439.45,447.612098019060853619,558422,7377,249956443.00,94206,16.87,21.55,-10.90
30-August-2019,433.60,453.50,430.15,450.65,444.086849756770357668,643836,9695,285919101.00,109398,16.99,23.35,17.05
29-August-2019,428.00,438.50,421.25,434.65,430.124370295191937173,921265,13776,396258528.00,135070,14.66,17.25,6.65
28-August-2019,417.00,421.70,411.60,412.75,416.441040360550897600,198585,3075,82698944.00,36464,18.36,10.10,-4.25
27-August-2019,424.00,425.75,415.40,416.65,418.872060992453978633,256294,4667,107354396.00,65123,25.41,10.35,-7.35
26-August-2019,429.90,429.90,415.50,419.30,420.169764443057312285,243508,4001,102314699.00,34236,14.06,14.40,-10.60
23-August-2019,417.80,429.90,409.00,427.70,421.482062793853909165,330096,4514,139129543.00,53248,16.13,20.90,9.90
22-August-2019,416.00,420.65,408.85,414.50,414.828347735901741000,275761,3743,114393480.00,27390,9.93,11.80,-1.50
21-August-2019,421.00,425.65,413.90,417.30,418.786995668246660467,352744,4905,147724600.00,62148,17.62,11.75,-3.70
20-August-2019,426.00,427.00,417.45,420.80,421.485533765411405371,429552,4766,181049954.00,40750,9.49,9.55,-5.20
19-August-2019,425.40,434.20,421.10,425.80,427.367754080369037907,681556,10318,291275057.00,66215,9.72,13.10,0.40
16-August-2019,419.85,424.00,410.10,414.75,414.593626034183323613,312082,6080,129387208.00,35874,11.50,13.90,-5.10
14-August-2019,440.70,440.70,408.15,417.05,417.905636851967025436,1009748,13094,421979381.00,114418,11.33,32.55,-23.65
13-August-2019,422.00,444.80,420.80,437.55,434.329276317608480471,904195,11701,392718360.00,87769,9.71,24.00,15.55
9-August-2019,428.45,430.15,418.50,421.90,423.861346846571829782,229306,2635,97193950.00,30071,13.11,11.65,-6.55
8-August-2019,423.00,427.95,418.30,426.35,422.958177007040589708,211630,2701,89510639.00,40326,19.05,9.65,3.35
7-August-2019,418.50,429.00,418.00,421.65,423.303603121732999440,246786,2908,104465403.00,51983,21.06,11.00,3.15
6-August-2019,414.10,422.40,414.10,418.30,418.561643986922329239,181072,2930,75789794.00,28150,15.55,8.30,4.20
5-August-2019,418.80,423.40,411.10,416.95,417.234003512542923798,190745,2470,79585300.00,25500,13.37,12.30,-1.85
2-August-2019,423.55,426.50,417.50,420.85,422.123937383643181162,190685,2268,80492703.00,34138,17.90,9.00,-2.70
1-August-2019,424.00,427.70,418.20,425.10,422.632112617680146841,202668,3008,85654005.00,33396,16.48,9.50,1.10
31-July-2019,413.00,428.40,409.95,426.75,421.840068078328003849,421867,4780,177960404.00,56233,13.33,18.45,13.75
30-July-2019,430.90,441.20,405.05,410.50,423.753195509944557679,841415,8362,356552295.00,198149,23.55,36.15,-20.40
29-July-2019,440.00,441.55,429.30,431.15,432.329739726171337305,190338,2998,82288778.00,30184,15.86,12.25,-8.85
26-July-2019,437.50,442.10,433.25,439.80,438.590935916190666948,279587,3573,122624324.00,66844,23.91,8.85,2.30
25-July-2019,426.00,439.45,425.70,437.15,434.208606942595289152,464927,6632,201875305.00,81140,17.45,13.75,11.15
24-July-2019,431.25,432.30,422.05,425.70,425.792534123575481553,292906,3339,124717188.00,102654,35.05,10.25,-5.55
23-July-2019,431.50,435.20,427.30,430.15,431.053173823065699971,357093,4995,153926071.00,69852,19.56,7.90,-1.35
22-July-2019,419.80,443.00,419.75,430.10,433.265200851649165298,607762,8019,263322125.00,105439,17.35,23.25,10.30
19-July-2019,426.15,429.50,416.35,421.55,421.928321905114899925,215840,3081,91069009.00,24579,11.39,13.15,-4.60
18-July-2019,430.00,432.75,424.75,426.15,427.858610425569258432,279179,3955,119449139.00,44508,15.94,8.00,-3.85
17-July-2019,435.00,436.45,428.25,429.95,432.052946927239112969,309933,4204,133907466.00,38074,12.28,8.20,-5.05
16-July-2019,421.30,434.95,418.75,433.25,427.000410390778834884,506834,6363,216418326.00,90588,17.87,16.20,11.95
15-July-2019,415.50,427.65,414.25,422.40,421.295726099212383458,1047591,12630,441345611.00,186321,17.79,13.40,6.90
12-July-2019,400.20,411.20,397.30,407.70,405.381315143821619067,702676,8352,284851721.00,151645,21.58,13.90,7.50
11-July-2019,395.00,400.30,390.45,398.10,395.410538855706778941,490224,5473,193839736.00,75872,15.48,9.85,3.10
10-July-2019,387.00,397.35,380.80,392.05,390.702584365135197048,615509,6947,240480957.00,57379,9.32,16.55,5.05
9-July-2019,370.70,394.90,367.50,386.50,385.737343438110070411,911780,11820,351707595.00,201837,22.14,27.40,15.80
8-July-2019,375.00,380.80,365.70,367.10,370.546314416177429876,490560,5664,181775200.00,176315,35.94,15.10,-7.90
5-July-2019,394.00,394.30,373.50,375.10,382.273332357909578217,375905,5706,143698457.00,119362,31.75,20.80,-18.90
4-July-2019,396.70,397.95,391.20,392.10,393.173354857377823127,196989,2780,77450826.00,55341,28.09,6.75,-4.60
3-July-2019,399.00,399.15,393.40,395.65,395.793361765934957351,162724,3538,64405079.00,19413,11.93,5.75,-3.35
2-July-2019,406.95,406.95,391.15,395.55,395.959852579672015491,272147,3879,107759286.00,57681,21.19,15.80,-11.40
1-July-2019,401.15,406.40,401.15,405.10,404.252746788115271477,165557,2641,66926872.00,41530,25.08,5.25,3.95
28-June-2019,405.85,409.70,398.25,401.00,404.365261026267883092,381226,4975,154154551.00,63715,16.71,11.45,-4.85
27-June-2019,402.80,405.50,395.00,402.80,401.081922545873087711,435277,6014,174581736.00,60943,14.00,10.50,0.00
26-June-2019,385.45,403.15,385.10,399.30,397.292273528835477761,413397,7861,164239434.00,78605,19.01,18.05,13.85
25-June-2019,384.00,387.20,377.70,385.45,382.050508463667374654,248592,3155,94974700.00,59677,24.01,9.50,1.45
24-June-2019,380.10,385.00,377.75,383.60,381.566354690369192297,191147,2449,72935264.00,52418,27.42,7.25,3.50
21-June-2019,390.00,391.65,381.10,382.80,384.258135183670399308,212718,3145,81738622.00,43258,20.34,10.55,-7.20
20-June-2019,367.40,392.20,367.40,390.60,383.228004453563336866,411356,5614,157643139.00,87522,21.28,24.80,23.20
19-June-2019,378.85,382.00,368.35,375.55,375.345177254202715353,716739,7518,269024527.00,176637,24.64,13.65,-3.30
18-June-2019,382.65,385.70,374.20,378.40,380.769885951905818348,269097,4064,102464034.00,68598,25.49,11.50,-4.25
17-June-2019,393.00,394.00,380.20,382.65,386.399423048792518684,293959,4206,113585588.00,49640,16.89,13.80,-10.35
14-June-2019,390.00,394.90,376.85,392.35,387.075220119039437889,596609,6968,230932560.00,57163,9.58,18.05,2.35
13-June-2019,392.00,393.60,385.70,390.10,389.092558242871093245,193543,2692,75306141.00,30173,15.59,7.90,-1.90
12-June-2019,392.00,397.00,386.00,391.65,391.688301176930996222,449729,5254,176153588.00,57529,12.79,11.00,-0.35
11-June-2019,396.00,397.50,383.85,389.80,388.898074898440269887,738974,11409,287385566.00,187553,25.38,13.65,-6.20
10-June-2019,401.50,405.50,394.80,401.85,400.277373490935094434,237730,3611,95157940.00,41985,17.66,10.70,0.35
7-June-2019,407.45,407.45,395.40,399.55,399.852584842018310731,319594,4203,127790487.00,64190,20.08,12.05,-7.90
6-June-2019,412.00,413.20,401.80,404.10,406.933492750879822606,258859,3347,105338397.00,68504,26.46,11.40,-7.90
4-June-2019,416.40,417.95,409.50,411.25,412.987073833746312177,232861,3427,96168583.00,50277,21.59,8.45,-5.15
3-June-2019,410.50,418.00,407.50,416.60,414.636188741533382662,263535,3110,109271148.00,60635,23.01,10.50,6.10
31-May-2019,417.00,417.00,406.90,409.50,410.927469725254329382,371762,4280,152767218.00,76720,20.64,10.10,-7.50
30-May-2019,422.30,422.30,411.55,412.75,415.899060453746791437,531001,6798,220842817.00,119999,22.60,10.75,-9.55
29-May-2019,415.00,426.55,403.70,422.85,417.525896153841780219,1758794,19655,734342041.00,141257,8.03,22.85,7.85
28-May-2019,415.15,421.00,410.20,412.90,415.515125732250503056,470126,6052,195344464.00,113714,24.19,10.80,-2.25
27-May-2019,416.00,421.50,411.65,414.70,415.887873663340355276,274378,3445,114110483.00,53428,19.47,9.85,-1.30
24-May-2019,417.00,417.80,411.75,415.55,414.980408431734895229,191562,3361,79494477.00,33850,17.67,6.05,-1.45
23-May-2019,425.00,427.20,411.20,413.25,419.212301652293135800,427406,4995,179173853.00,65420,15.31,16.00,-11.75
22-May-2019,409.25,423.00,408.30,420.65,418.757116965586716796,444712,5861,186226315.00,50970,11.46,14.70,11.40
21-May-2019,414.00,423.55,405.50,408.70,414.318883029850777120,483773,6271,200436289.00,75769,15.66,18.05,-5.30
20-May-2019,418.00,428.00,410.15,413.85,414.822299241648843179,425001,4159,176299892.00,100194,23.58,17.85,-4.15
17-May-2019,410.55,415.70,401.85,408.00,407.169982394507988512,620829,7628,252782933.00,62755,10.11,13.85,-2.55
16-May-2019,412.50,418.00,379.50,411.05,398.018516670767297172,1613573,21930,642231932.00,219052,13.58,38.50,-1.45
15-May-2019,418.55,424.00,407.05,408.95,415.130539411868800732,1000219,7737,415221453.00,180005,18.00,16.95,-9.60
14-May-2019,404.95,430.00,403.20,420.15,413.680322811218972795,1309496,14016,541712728.00,348466,26.61,26.80,15.20
13-May-2019,442.85,442.85,350.40,396.85,413.560541335952879875,2522574,19850,1043237069.00,1202404,47.67,92.45,-46.00
10-May-2019,437.45,442.10,434.70,438.00,438.415449878145565130,142383,2105,62422907.00,25281,17.76,7.40,0.55
9-May-2019,436.00,442.20,431.50,438.25,437.587828111769686706,236200,3393,103358245.00,46817,19.82,10.70,2.25
8-May-2019,445.20,449.75,433.95,438.85,440.958117219402434233,251989,2871,111116595.00,83823,33.26,15.80,-6.35
7-May-2019,455.05,455.40,445.50,446.90,451.422111176084914854,225732,2593,101900416.00,55478,24.58,9.90,-8.15
6-May-2019,452.90,455.50,446.70,453.30,453.273210507302472002,290655,4996,131746125.00,98381,33.85,8.80,0.40
3-May-2019,455.20,456.00,449.40,452.90,452.216030682165991017,160093,1988,72396621.00,52562,32.83,6.60,-2.30
2-May-2019,459.85,462.00,450.20,451.45,456.599648540557673841,214534,3217,97956149.00,51123,23.83,11.80,-8.40
30-April-2019,462.30,463.90,446.00,456.95,454.200025128399995096,326324,3785,148216369.00,63703,19.52,17.90,-5.35
26-April-2019,463.00,469.35,462.65,463.85,465.088298682921519538,137805,2059,64091493.00,26014,18.88,6.70,0.85
25-April-2019,468.90,474.70,459.40,461.15,467.230742874274578666,233485,3885,109091370.00,53137,22.76,15.30,-7.75
24-April-2019,469.05,470.00,462.70,469.15,466.851744817406952675,225611,3016,105326889.00,53248,23.60,7.30,0.10
23-April-2019,455.85,472.00,453.60,468.50,465.029892554036539989,550137,5508,255830150.00,157848,28.69,18.40,12.65
22-April-2019,462.75,464.10,452.00,454.50,457.024435546248112348,190051,2453,86857951.00,52862,27.81,12.10,-8.25
18-April-2019,462.50,466.00,456.80,462.10,461.160852745633279185,238852,2619,110149192.00,58688,24.57,9.20,-0.40
16-April-2019,460.00,464.00,458.25,462.30,460.843938969204276961,249710,2639,115077340.00,62306,24.95,5.75,2.30
15-April-2019,467.95,467.95,457.40,458.45,459.723836623126386306,223165,3126,102594270.00,65253,29.24,10.55,-9.50
12-April-2019,469.00,469.00,462.00,464.30,464.598022438595849042,218552,2510,101538827.00,59203,27.09,7.00,-4.70
11-April-2019,464.90,470.70,461.70,464.95,466.256193278849798348,234811,3332,109482083.00,35943,15.31,9.00,0.05
10-April-2019,469.00,479.60,467.65,471.45,474.427581414128864938,257572,3036,122199261.00,34738,13.49,11.95,2.45
9-April-2019,458.00,471.40,455.55,469.75,465.644280665060496147,302168,3694,140702801.00,51054,16.90,15.85,11.75
8-April-2019,469.90,469.90,460.35,462.10,462.967662707639456209,190956,2223,88406453.00,27036,14.16,9.55,-7.80
5-April-2019,468.40,470.15,461.60,462.70,463.157997861463737339,870689,2439,403266574.00,718145,82.48,8.55,-5.70
4-April-2019,463.95,469.90,460.00,465.80,465.057416403472743495,282428,4049,131345236.00,76880,27.22,9.90,1.85
3-April-2019,472.90,473.70,460.05,462.90,466.023286631415080988,310908,3670,144890368.00,92133,29.63,13.65,-10.00
2-April-2019,482.00,483.60,467.35,469.85,475.796433538529483548,258127,3363,122815906.00,44304,17.16,16.25,-12.15
1-April-2019,482.50,484.10,476.00,479.05,480.046899471260738015,234331,3491,112489870.00,39367,16.80,8.10,-3.45
29-March-2019,478.80,482.90,472.80,479.25,478.670898813978275166,352776,4087,168863605.00,81244,23.03,10.10,0.45
28-March-2019,467.80,479.90,465.05,475.75,475.198400221496122869,527323,5540,250583046.00,152870,28.99,14.85,7.95
27-March-2019,469.35,477.50,460.40,464.20,467.099418524186706086,498559,4825,232876619.00,130363,26.15,17.10,-5.15
26-March-2019,465.20,470.95,462.40,469.35,465.482956290871386767,1448599,2962,674298145.00,209082,14.43,8.55,4.15
25-March-2019,468.90,469.10,461.30,464.20,464.255716149568339332,216142,2570,100345159.00,51469,23.81,7.80,-4.70
22-March-2019,475.00,479.50,469.65,473.15,474.355559531263977099,335370,3867,159084624.00,89996,26.83,9.85,-1.85
20-March-2019,470.00,477.00,466.40,474.35,472.239712447975785092,264300,3624,124812956.00,70110,26.53,10.60,4.35
19-March-2019,466.50,475.15,466.50,469.35,470.116932502982011328,1221491,4522,574243602.00,933784,76.45,8.65,2.85
18-March-2019,464.35,469.80,459.00,466.25,465.238965045295561686,230155,3025,107077074.00,36625,15.91,10.80,1.90
15-March-2019,466.75,469.75,462.50,464.55,465.634892266639602855,807967,3602,376217627.00,50360,6.23,7.25,-2.20
14-March-2019,463.00,468.90,456.30,467.10,463.199433758014822216,804603,7529,372691654.00,164235,20.41,12.60,4.10
13-March-2019,473.00,475.00,452.65,456.10,465.264284260872092893,447223,5344,208076889.00,73141,16.35,22.35,-16.90
12-March-2019,462.50,471.60,462.05,470.10,468.319713104666483269,552536,6596,258763501.00,146873,26.58,9.55,7.60
11-March-2019,456.00,461.20,453.85,459.45,458.786917420252409818,281764,3319,129269637.00,68843,24.43,7.35,3.45
8-March-2019,450.50,457.50,447.75,455.05,454.543875351964474563,375393,4475,170632589.00,73350,19.54,9.75,4.55
