Date,SMB %,HML %,WML %,Rm %,Rf %,Rm-Rf %
19961025,-0.46920594,0.92574582,0.00580548,0.15513656,0.03831319,0.11682337
19961028,-0.46622203,-0.42402341,0.38672985,0.19175924,0.03385247,0.15790677
19961029,1.07111269,-2.03659439,-0.06579188,-1.00987959,0.03385247,-1.04373206
19961030,0.52505618,0.08241588,0.12878165,-1.43964364,0.03385247,-1.47349611
19961031,-0.30027295,-0.34281256,0.27904081,-0.60396885,0.03385247,-0.63782132
19961101,0.0672843,-0.33797614,0.37547282,-0.30672482,0.03385247,-0.34057729
19961104,0.64487025,-0.55377296,0.06007644,-1.35278546,0.02673044,-1.3795159
19961105,-0.5551792,0.37365289,0.09175659,-0.72786143,0.02673044,-0.75459187
19961106,-0.39214893,0.26557421,-0.07927612,-0.49225812,0.02673044,-0.51898856
19961107,-0.80384485,0.70710613,-0.97915619,0.54069793,0.02673044,0.51396749
19961113,-0.75837346,-0.03750625,-0.49077822,1.0405732,0.02785161,1.01272159
19961114,0.46540129,-0.5393123,0.13370092,-0.4570343,0.02785161,-0.48488591
19961115,0.0923783,-0.28787807,0.11038832,0.38943671,0.02785161,0.3615851
19961118,-0.23331656,0.12161234,0.67378782,0.53788655,0.02785161,0.51003494
19961119,0.79543629,0.52201083,0.31375106,-0.7859414,0.02785161,-0.81379301
19961120,0.41264206,1.67229335,0.69875711,-1.44534595,0.02785161,-1.47319756
19961121,-0.14933724,-0.20540154,-0.05191245,-0.44893055,0.02785161,-0.47678216
19961122,-0.29251055,2.22218139,-0.97250744,-1.45545443,0.02785161,-1.48330604
19961125,-0.46495306,-0.65713507,0.56268135,0.11941889,0.03138149,0.0880374
19961126,0.41180826,0.53914599,-0.55555239,-1.11941226,0.03138149,-1.15079375
19961127,1.67296449,-1.07668844,-0.07043257,-1.85378387,0.03138149,-1.88516536
19961128,-0.34115662,0.49546269,0.12551451,-0.59680516,0.03138149,-0.62818665
19961129,-0.54963232,0.2460444,-0.06157655,-0.13766096,0.03138149,-0.16904245
19961202,-1.12798053,1.60683531,-1.16622606,-1.4040978,0.03138149,-1.43547929
19961203,1.14262163,-1.25386766,0.0887293,-1.47855406,0.03138149,-1.50993555
19961204,0.48168228,0.52780628,-1.12887178,-1.79758309,0.03138149,-1.82896458
19961205,-1.31451231,-0.47838498,1.0770915,1.55566175,0.03138149,1.52428026
19961206,0.02165689,-0.03657856,-0.35457703,0.82540407,0.03138149,0.79402258
19961209,-0.54381829,0.74052448,0.27851228,-0.05856137,0.03093732,-0.08949869
19961210,-0.03860453,-0.07231953,-0.03828464,-0.46488529,0.03093732,-0.49582261
19961211,-2.73615432,0.33894585,1.52810715,3.5076139,0.03093732,3.47667658
19961212,1.30874605,0.62184906,-0.44785441,-0.91463963,0.03093732,-0.94557695
19961213,0.49916537,-1.12567256,0.04406859,0.01079725,0.03093732,-0.02014007
19961216,-0.69894828,-0.73849246,0.14641555,1.67767823,0.03108543,1.6465928
19961217,0.62104779,-0.92500804,0.13751372,0.59843863,0.03108543,0.5673532
19961218,-1.77123854,1.90240459,0.45920281,0.84327532,0.03108543,0.81218989
19961219,-0.09448141,-0.26795891,-0.15554648,0.86238187,0.03108543,0.83129644
19961220,-0.40693886,0.23577182,-0.20506421,2.47425289,0.03108543,2.44316746
19961223,0.46346623,2.15388157,-1.89411874,0.23322236,0.03138149,0.20184087
19961224,0.33651142,1.40821612,-1.19092892,0.05805033,0.03138149,0.02666884
19970101,-1.93621207,3.89380081,-5.18435332,5.47135645,0.03138149,5.43997496
19970102,3.47246938,0.24570301,-4.13214334,-0.18517437,0.03138149,-0.21655586
19970103,0.49324631,-0.81035692,-0.65933698,0.58182978,0.03138149,0.55044829
19970106,1.82994117,0.81934406,-4.0931689,0.30563947,0.03138149,0.27425798
19970107,0.32643672,0.21394827,-1.25368481,0.21839022,0.03138149,0.18700873
19970108,1.09761839,0.26657998,-1.5422143,1.04625245,0.03138149,1.01487096
19970109,-0.15613337,-0.64247236,-0.66144752,2.02270949,0.03138149,1.991328
19970110,0.6144252,0.16504549,-0.67298169,2.18437007,0.03138149,2.15298858
19970113,-0.28544499,2.0817294,-2.23978713,0.9552049,0.03138149,0.92382341
19970114,-0.07476292,-0.20748172,-1.38100253,0.40671178,0.03138149,0.37533029
19970115,-2.36339665,1.41010941,-0.97076113,3.80576558,0.03138149,3.77438409
19970116,2.03223061,0.02644781,0.78420879,-3.91360955,0.03138149,-3.94499104
19970117,-2.67364209,-2.10902819,2.07067205,-1.9397508,0.03138149,-1.97113229
19970120,-0.44041383,-0.88499342,1.68785837,-0.95762102,0.03123349,-0.98885451
19970121,-1.44350448,-0.38692414,2.2647461,-1.30467016,0.03123349,-1.33590365
19970122,-2.32144856,0.48289714,1.2496464,0.72858355,0.03123349,0.69735006
19970124,-0.46302735,-0.8448414,0.80733094,-0.37048229,0.03123349,-0.40171578
19970127,-1.49985155,-1.05870097,-0.75528226,2.40746381,0.03108543,2.37637838
19970128,-0.64762727,-0.63900656,-0.15899986,0.45373176,0.03108543,0.42264633
19970129,0.05341232,2.13643782,-0.22440647,-1.16441953,0.03108543,-1.19550496
19970130,-0.94993046,0.11912548,1.93926753,-0.64781386,0.03108543,-0.67889929
19970131,0.60833017,-0.73100604,2.04026994,-2.56005171,0.03108543,-2.59113714
19970203,0.29967874,-0.04122778,1.15436608,-1.18980888,0.02893245,-1.21874133
19970204,-0.96239135,-1.35548161,0.23335913,0.60633194,0.02893245,0.57739949
19970205,-0.9300168,1.67790929,-0.79504672,-0.25994006,0.02893245,-0.28887251
19970206,-0.7920851,-0.52584741,0.3473222,0.70916402,0.02893245,0.68023157
19970207,0.02349647,0.10382107,-1.31785451,0.08871255,0.02893245,0.0597801
19970210,-0.51306407,-0.31073608,0.27745651,0.65570481,0.02967616,0.62602865
19970211,-0.68722422,-0.4228582,0.60549534,1.05667534,0.02967616,1.02699918
19970212,-0.6587015,1.25775681,0.86248646,-0.09360713,0.02967616,-0.12328329
19970213,-1.27900528,0.66122574,1.10429718,-0.00151581,0.02967616,-0.03119197
19970214,-0.46926472,-0.42023521,0.48329,0.32616249,0.02967616,0.29648633
19970217,-1.58774195,0.71769763,0.23486077,1.1068849,0.03060387,1.07628103
19970218,0.47959092,0.28849788,-0.84238795,-1.05955216,0.03060387,-1.09015603
19970219,-0.4395657,-0.88064967,1.59584229,0.04179752,0.03060387,0.01119365
19970220,0.56895774,-0.40765978,-0.68522224,-0.74923215,0.03060387,-0.77983602
19970221,0.6567978,-0.12269093,0.90919039,-1.23484877,0.03060387,-1.26545264
19970224,0.74324015,-0.69933421,0.47447991,-1.69918862,0.03064093,-1.72982955
19970225,-0.96731427,0.62933146,0.0172572,-0.22958135,0.03064093,-0.26022228
19970226,-0.35119367,0.35599397,-0.40629182,0.10759886,0.03064093,0.07695793
19970227,-0.98439429,0.67550558,0.00192506,1.44984535,0.03064093,1.41920442
19970228,-3.40086145,0.10808859,1.93411646,5.77355421,0.03064093,5.74291328
19970301,-1.47884803,-0.29878317,-0.41365068,5.44458073,0.03064093,5.4139398
19970303,3.40463862,-0.33516976,-1.77601176,1.62812861,0.03064093,1.59748768
19970304,-1.06677015,-0.29537793,0.21880217,0.88232805,0.03064093,0.85168712
19970305,-0.22929867,0.08931376,-0.19673505,0.06488931,0.03064093,0.03424838
19970306,0.2426115,-0.72078085,-0.08701941,-1.32005978,0.03064093,-1.35070071
19970310,-0.64963071,-0.26534388,1.7146949,-1.36469505,0.03064093,-1.39533598
19970311,-0.88463591,0.34332542,2.22496545,-1.21682801,0.03064093,-1.24746894
19970312,-1.66015117,-0.6113445,0.35673317,0.66278419,0.03064093,0.63214326
19970313,-0.13878715,-0.6359303,1.26349192,-0.42824373,0.03064093,-0.45888466
19970314,-0.454039,-0.29173336,0.95013497,-0.6150352,0.03064093,-0.64567613
19970317,-0.91051737,-1.03330432,0.88042321,0.91891958,0.02989901,0.88902057
19970318,-1.12746593,0.31909707,0.5976348,-0.14638982,0.02989901,-0.17628883
19970319,0.26977183,0.44622407,-0.02566078,-1.88849306,0.02989901,-1.91839207
19970320,-0.75809525,-0.20478251,0.94758326,0.46664837,0.02989901,0.43674936
19970321,-0.43831891,0.13849448,0.19090298,-0.1851292,0.02989901,-0.21502821
19970325,-0.21523542,-0.20235967,0.14941095,0.5871004,0.03064093,0.55645947
19970326,-0.40897939,1.71502922,-0.23214638,-1.01692171,0.03064093,-1.04756264
19970327,-0.61532861,0.05604443,0.634146,0.07278598,0.03064093,0.04214505
19970328,0.76270422,0.67998885,-0.50892647,-1.0437425,0.03064093,-1.07438343
19970331,4.60298833,-0.56336728,0.02907985,-7.15414118,0.03064093,-7.18478211
19970401,-1.92307962,-0.15847798,1.16365589,1.30379767,0.03064093,1.27315674
19970402,-2.31098183,0.42573751,0.36722127,3.14239939,0.03064093,3.11175846
19970403,-0.97579198,1.78308066,0.11220504,0.61360678,0.03064093,0.58296585
19970404,0.17374061,-0.37488467,0.62588118,-0.47904774,0.03064093,-0.50968867
19970407,0.68283074,-0.85619449,0.39138033,-0.83751699,0.02781429,-0.86533128
19970409,-1.88299572,-0.29302327,1.07971328,2.67565001,0.02781429,2.64783572
19970410,0.8187076,-0.23142659,-0.04562648,-1.47991733,0.02781429,-1.50773162
19970411,-0.53690562,-0.44114076,0.94015011,0.42875138,0.02781429,0.40093709
19970412,0.48260431,0.82035897,0.03512747,-0.66867589,0.02504279,-0.69371868
19970415,-0.13395381,-0.66113999,0.51929545,0.72923823,0.02504279,0.70419544
19970417,-1.04977503,-0.71025452,0.42003205,1.12648399,0.02504279,1.1014412
19970421,-2.14099003,-0.31291036,1.34716988,2.16460111,0.02225204,2.14234907
19970422,-0.85437842,0.35165565,0.35647187,0.54985359,0.02225204,0.52760155
19970423,-1.72631521,1.84752058,0.60740255,0.59172918,0.02225204,0.56947714
19970424,0.09202797,-0.71862325,0.90495031,0.30940226,0.02225204,0.28715022
19970425,-0.55058943,-0.03019869,0.67920643,0.12074426,0.02225204,0.09849222
19970428,-0.36351188,0.18484633,-0.081499,-0.08589188,0.0241398,-0.11003168
19970429,0.12642207,-0.96333272,0.56551086,-0.90075585,0.0241398,-0.92489565
19970430,-0.12703156,-0.97349304,-0.11109248,0.929679,0.0241398,0.9055392
19970502,1.12990481,-1.67631561,0.79915708,-0.58626356,0.0241398,-0.61040336
19970505,0.52397625,-1.0671543,1.28379182,-0.6229043,0.0241398,-0.6470441
19970506,-0.63021549,-1.57768469,1.41810334,-0.17237639,0.0241398,-0.19651619
19970507,-1.12234316,2.83955162,1.24659912,-0.16932997,0.0241398,-0.19346977
19970509,-2.52627577,2.66242413,1.54502348,0.52846609,0.0241398,0.50432629
19970512,0.22188444,0.18916256,1.38449039,0.03836491,0.0241398,0.01422511
19970513,0.49756581,-0.43391021,-0.49436176,-0.45357361,0.0241398,-0.47771341
19970514,-0.38464605,-1.33983003,0.08976985,0.80049926,0.0241398,0.77635946
19970515,0.55200805,-0.68990804,0.07218468,-0.02705792,0.0241398,-0.05119772
19970516,-0.03762431,-0.25134151,0.47052986,0.02058963,0.0241398,-0.00355017
19970519,-0.59896317,-0.72835911,-0.02049049,0.41596327,0.0261312,0.38983207
19970520,0.48307831,-0.96408893,0.39817976,-0.43723898,0.0261312,-0.46337018
19970521,-0.18443072,-0.04656117,0.25463178,-0.52156864,0.0261312,-0.54769984
19970522,-0.17582605,-0.36697152,-0.14920235,-0.23692023,0.0261312,-0.26305143
19970523,-0.10865359,-0.59777152,0.30257944,-0.50756499,0.0261312,-0.53369619
19970526,0.55231729,-1.43115906,0.78545946,-0.15455415,0.0261312,-0.18068535
19970527,0.55204303,-1.08434098,0.96441137,-0.54741088,0.0261312,-0.57354208
19970528,0.05835829,-0.36086857,1.17685092,-0.17415991,0.0261312,-0.20029111
19970529,-1.39616996,-0.00577666,0.05175058,0.68533128,0.0261312,0.65920008
19970530,0.20587642,-0.64411333,0.70425424,0.46027462,0.0261312,0.43414342
19970602,-0.78853298,0.76474975,-0.178642,1.04720931,0.0261312,1.02107811
19970603,-0.52788932,0.57417798,0.94273836,0.25531518,0.0261312,0.22918398
19970604,-0.81122443,-0.25077332,0.24950545,0.72219207,0.0261312,0.69606087
19970605,-0.64495104,-0.29184644,0.84643981,0.23425556,0.0261312,0.20812436
19970606,-0.1035793,0.16578712,-0.3901254,-0.59680841,0.0261312,-0.62293961
19970609,-0.54786503,0.02121189,0.25430535,0.20703677,0.0261312,0.18090557
19970610,-1.43025591,0.36955395,0.63965705,0.6089688,0.0261312,0.5828376
19970611,-1.37505562,1.03332582,-0.03791062,1.75321191,0.0261312,1.72708071
19970612,-0.31458221,-0.91667604,-0.65934442,1.33482872,0.0261312,1.30869752
19970613,0.13335418,-0.77889073,-0.83262688,0.68456761,0.0261312,0.65843641
19970616,0.48122219,-1.62155217,0.08428563,0.12359319,0.02706712,0.09652607
19970617,-1.61714001,0.64145054,0.73022084,0.84741537,0.02706712,0.82034825
19970618,0.34616938,-0.11298124,-0.06816122,0.24590882,0.02706712,0.2188417
19970619,-0.15646854,-1.21008251,0.58424719,0.1587374,0.02706712,0.13167028
19970620,-0.23499454,-0.39277171,0.32834176,0.25018082,0.02706712,0.2231137
19970623,-0.39399261,-1.77506997,0.95497582,1.34375229,0.02706712,1.31668517
19970624,-0.97434088,-1.19427459,0.51635155,1.10976887,0.02706712,1.08270175
19970625,-0.44681685,1.1925878,-0.59414587,-0.41444198,0.02706712,-0.4415091
19970626,-0.72687219,1.02603755,0.37371444,0.21055804,0.02706712,0.18349092
19970627,0.23943171,-1.04574721,1.44736249,0.02135101,0.02706712,-0.00571611
19970630,-2.60860836,0.86508553,-0.01934456,2.21420653,0.02706712,2.18713941
19970701,0.10357665,-1.50909358,0.36310883,0.24262042,0.02706712,0.2155533
19970702,-0.50352426,1.60259267,-0.65419932,0.5330379,0.02706712,0.50597078
19970703,1.16509622,0.25662943,-1.40995738,-1.31719472,0.02706712,-1.34426184
19970704,0.01209796,0.10449016,-0.41322975,0.04014305,0.02706712,0.01307593
19970707,-0.61424708,0.03693535,-0.80822945,1.30672257,0.02691752,1.27980505
19970708,0.29425541,-1.17467643,-1.45642261,0.46107411,0.02691752,0.43415659
19970709,0.00259878,0.17531641,-1.99397998,2.4730467,0.02691752,2.44612918
19970710,2.12487181,-0.34375993,-1.85092789,0.01009448,0.02691752,-0.01682304
19970711,1.38344911,-0.54410823,-1.00337691,-0.81241571,0.02691752,-0.83933323
19970714,1.72539171,-0.867677,0.46000524,-1.47580207,0.02643093,-1.502233
19970715,-0.32587741,-0.34519256,0.1736902,-0.10956661,0.02643093,-0.13599754
19970716,0.25052153,0.19370361,-0.17912879,-0.42531623,0.02643093,-0.45174716
19970717,0.3011606,-0.23140701,0.25549491,-0.34456134,0.02643093,-0.37099227
19970718,1.2186622,0.41800282,0.45590232,-1.28662138,0.02643093,-1.31305231
19970721,-0.79487697,1.0060527,0.24004687,0.56927234,0.0261312,0.54314114
19970722,-0.95722197,0.75100468,-0.93891058,1.01593111,0.0261312,0.98979991
19970723,-2.00976789,2.86378476,-0.57366693,1.68077359,0.0261312,1.65464239
19970724,0.18834468,1.22353024,-0.15624712,-0.29989824,0.0261312,-0.32602944
19970725,0.47215984,-0.40199157,0.33628945,-0.69669324,0.0261312,-0.72282444
19970728,-0.0090947,1.06728208,-1.54851377,0.47577822,0.02598125,0.44979697
19970729,-0.91148425,2.69356034,-0.00505386,0.97569551,0.02598125,0.94971426
19970730,1.28184003,1.57411457,-0.81435812,0.52017349,0.02598125,0.49419224
19970731,1.78414462,0.35704382,-1.56760794,1.03783694,0.02598125,1.01185569
19970801,1.39435908,-0.28781262,-1.33609112,0.6848077,0.02598125,0.65882645
19970804,0.4410542,2.57491648,-1.95081931,3.28861469,0.02583124,3.26278345
19970805,1.05356371,-1.48385149,-2.55528383,1.76511803,0.02583124,1.73928679
19970806,0.62549212,-1.18231028,0.28818118,-0.44157797,0.02583124,-0.46740921
19970807,-1.17346645,-0.48018902,0.99259998,-1.12088578,0.02583124,-1.14671702
19970808,-2.87655176,2.81425449,0.91491272,-1.22368387,0.02583124,-1.24951511
19970811,-0.66970256,-0.09453944,0.49427542,1.3190047,0.02568118,1.29332352
19970812,-0.10692856,-0.23110308,1.3036103,-0.57170545,0.02568118,-0.59738663
19970813,-0.29673253,-1.13663325,0.94355101,-1.03700166,0.02568118,-1.06268284
19970814,0.30725961,-0.14172534,1.0804734,-1.0221225,0.02568118,-1.04780368
19970819,1.74391974,1.15342126,-0.25063569,-2.1758862,0.02553106,-2.20141726
19970820,-1.25400687,-1.39871831,0.93239166,0.98396693,0.02553106,0.95843587
19970821,1.38227114,-0.55724736,0.7438957,-1.32824636,0.02553106,-1.35377742
19970822,1.24434778,0.37977939,-0.09675397,-2.41990201,0.02553106,-2.44543307
19970826,-1.03960651,-0.13595564,0.05448906,0.62471675,0.02553106,0.59918569
19970827,0.01119883,0.46509388,0.55769347,-0.41295701,0.02553106,-0.43848807
19970828,1.5078994,0.52224518,0.3785287,-2.80775961,0.02553106,-2.83329067
19970829,1.14667421,-0.20624787,0.18350091,-2.61476854,0.02553106,-2.6402996
19970901,-1.81031149,0.68931095,0.11490449,0.47978987,0.02553106,0.45425881
19970902,-0.37886006,0.66405828,-1.81219436,-0.10419756,0.02553106,-0.12972862
19970903,-0.27476229,-0.18131556,1.23143352,0.82297523,0.02553106,0.79744417
19970904,-0.5836629,-1.79481754,2.067546,1.29233851,0.02553106,1.26680745
19970905,-0.24030166,-0.45667828,0.97294886,0.8675203,0.02553106,0.84198924
19970908,-2.57837202,1.87660668,0.39122162,1.42986818,0.02553106,1.40433712
19970909,1.1876735,-0.40900343,-0.06073894,-0.90626294,0.02553106,-0.931794
19970910,-0.52307713,0.12492624,-0.42951945,-0.50447257,0.02553106,-0.53000363
19970911,0.23217261,-0.40883354,-0.61736675,-1.01015275,0.02553106,-1.03568381
19970912,-0.42863903,-1.50973124,-0.18025123,0.62930056,0.02553106,0.6037695
19970915,-0.64289588,0.5670115,2.95835922,-0.31531215,0.02661815,-0.3419303
19970916,-1.13844935,0.58999623,-1.31114775,0.34770776,0.02661815,0.32108961
19970917,1.11655453,-1.04609995,-0.72365793,-1.68730267,0.02661815,-1.71392082
19970918,-0.43661933,0.70420355,0.35047354,-0.29787416,0.02661815,-0.32449231
19970919,-0.36870802,0.2815469,1.58857085,-1.08956795,0.02661815,-1.1161861
19970922,0.92708601,-0.03024358,-1.12364585,-1.71145214,0.02661815,-1.73807029
19970923,-1.26084757,-0.37169961,1.43590557,0.47483969,0.02661815,0.44822154
19970924,-0.82814894,0.64088884,0.49822997,0.2040668,0.02661815,0.17744865
19970925,0.55846446,-2.31251282,1.93763788,0.54406734,0.02661815,0.51744919
19970926,-1.00124718,1.35401884,0.41554018,0.4274331,0.02661815,0.40081495
19970929,0.28832742,-1.13478228,0.86980276,0.51392815,0.02665558,0.48727257
19970930,-0.02347732,0.10422026,0.33576739,-0.79791433,0.02665558,-0.82456991
19971001,-0.84656348,-1.21899761,0.63469094,0.02068461,0.02665558,-0.00597097
19971003,0.00890449,-0.36762688,0.09254936,-1.11282015,0.02665558,-1.13947573
19971006,-0.33782051,-0.45405595,0.05915257,-0.04094144,0.02661815,-0.06755959
19971007,-1.4290256,-0.28937726,-0.17651225,0.96783197,0.02661815,0.94121382
19971008,-0.86255761,-0.37354644,0.58561143,0.41610168,0.02661815,0.38948353
19971009,-0.33370158,-0.3534659,-2.93826782,0.59892716,0.02661815,0.57230901
19971010,-0.70437246,0.06631355,1.6301166,0.68814432,0.02661815,0.66152617
19971013,-1.10714171,-1.04026441,-0.2315491,0.63379494,0.02665558,0.60713936
19971014,1.17601725,-1.18583924,0.3982913,-1.40842085,0.02665558,-1.43507643
19971015,-1.12890118,-0.15572468,0.2820053,0.64220362,0.02665558,0.61554804
19971016,-0.36682753,-0.25154856,2.16754394,0.7635894,0.02665558,0.73693382
19971017,-1.05851107,-0.92008612,0.21364507,0.47797938,0.02665558,0.4513238
19971020,-1.38379088,-1.38057855,2.65403022,1.19867352,0.02665558,1.17201794
19971021,1.38594173,0.51043633,0.00058942,-1.16456708,0.02665558,-1.19122266
19971022,-0.2078763,-0.36634814,0.22235148,-0.5170391,0.02665558,-0.54369468
19971023,0.49668392,0.50989374,-0.43799942,-1.34652931,0.02665558,-1.37318489
19971024,0.55269901,0.27800394,0.18686175,-1.66592903,0.02665558,-1.69258461
19971027,0.62297853,-0.2488541,-2.92855926,-0.33515135,0.0241398,-0.35929115
19971103,1.97252639,1.43953843,1.00948769,-2.6216952,0.0241398,-2.645835
19971104,-0.32453719,0.20671511,-0.15028996,-0.11989423,0.0241398,-0.14403403
19971105,0.00745774,0.70776251,0.11906401,-0.71778226,0.0241398,-0.74192206
19971106,-0.38788568,-0.45436673,-0.00675372,-0.57343082,0.0241398,-0.59757062
19971107,0.72645022,-0.09629036,1.11116753,-0.74531625,0.0241398,-0.76945605
19971110,-0.63708644,-1.41475019,0.74362954,-0.18820708,0.0241398,-0.21234688
19971111,-0.21170732,-0.02101577,0.63742375,-0.18108578,0.0241398,-0.20522558
19971112,1.26914155,0.40607571,-0.40301821,-1.62380698,0.0241398,-1.64794678
19971113,1.40255604,0.62469729,2.58109972,-1.99183346,0.0241398,-2.01597326
19971114,-1.31697505,-0.32645104,1.05435491,-0.04216315,0.0241398,-0.06630295
19971117,-0.48026743,0.03033983,0.16721573,0.27190109,0.0241398,0.24776129
19971118,0.6510204,-0.43272901,0.11188443,-1.00172441,0.0241398,-1.02586421
19971119,-0.52752968,0.10746919,-0.59065574,-1.08599421,0.0241398,-1.11013401
19971120,0.1076738,-0.14481059,0.95359127,0.51502414,0.0241398,0.49088434
19971121,-0.63959043,0.07385075,2.22691146,1.12644456,0.0241398,1.10230476
19971124,1.34776127,0.46885715,0.41479983,-1.49023408,0.0241398,-1.51437388
19971125,-1.17244833,-0.78864254,0.5393843,0.98185525,0.0241398,0.95771545
19971126,-0.12071169,0.93485704,0.53920408,0.79125472,0.0241398,0.76711492
19971127,-1.19111372,-1.45445232,1.18351877,2.25215427,0.0241398,2.22801447
19971128,1.35369649,0.71839471,2.86949236,-1.73549472,0.0241398,-1.75963452
19971201,-0.71669911,-0.36774466,0.07964765,-0.1000829,0.02417747,-0.12426037
19971202,0.36948152,0.62271916,5.28788733,-0.90067957,0.02417747,-0.92485704
19971203,-0.28902654,-0.70080377,-7.07077926,0.37946032,0.02417747,0.35528285
19971204,0.95922565,0.58075387,-0.6715291,-1.32586635,0.02417747,-1.35004382
19971205,0.28135471,0.36583959,-0.71017557,-1.01639761,0.02417747,-1.04057508
19971208,-0.65715221,-0.73890637,1.19649959,-0.04166882,0.02785161,-0.06952043
19971209,0.77265341,0.93711953,-0.9972188,-2.00240667,0.02785161,-2.03025828
19971210,-0.35881517,0.13423534,0.33971425,-0.4239601,0.02785161,-0.45181171
19971211,0.03681627,0.0954514,-3.53877439,-0.78152995,0.02785161,-0.80938156
19971212,0.12249957,0.16604443,-0.09288744,-0.02853661,0.02785161,-0.05638822
19971215,-0.49244925,-0.24811487,0.76120147,0.67077077,0.02785161,0.64291916
19971216,-0.68672939,-0.46298189,1.11681292,0.96731196,0.02785161,0.93946035
19971217,-1.04549758,-0.7192211,2.28603979,1.39402146,0.02785161,1.36616985
19971218,0.49362917,-0.28714656,-0.15137664,-0.04035146,0.02785161,-0.06820307
19971219,-0.40494321,0.02765012,-0.00772093,0.67935101,0.02785161,0.6514994
19971222,-1.45738381,-1.26598856,-1.61156657,1.65044616,0.02785161,1.62259455
19971223,0.25432663,0.71371294,0.90142159,0.13921495,0.02785161,0.11136334
19971224,-0.34132017,0.14368954,0.34707215,0.03825933,0.02785161,0.01040772
19971226,-0.19295776,0.10034511,-1.54992405,0.14335784,0.02785161,0.11550623
19971229,-0.59668238,-0.44524889,-4.18755777,1.55791712,0.02785161,1.53006551
19971230,1.32026174,0.88702729,-1.02996492,-1.33637227,0.02785161,-1.36422388
19971231,-0.0685269,0.24091224,0.27761787,1.03212415,0.02785161,1.00427254
19980101,-0.14787917,1.43443435,-0.81353292,1.09437549,0.02785161,1.06652388
19980102,0.65873137,1.27355873,-0.62560361,1.03053602,0.02785161,1.00268441
19980105,2.04556615,2.39864793,-3.07266219,1.30364716,0.02785161,1.27579555
19980106,-0.17121986,0.27427229,-1.62588218,-1.04054743,0.02785161,-1.06839904
19980107,-0.27177461,0.38033538,-1.06133139,-0.36738302,0.02785161,-0.39523463
19980108,0.9345839,-0.4757165,0.74339332,-2.16517031,0.02785161,-2.19302192
19980109,0.24231404,-0.88472616,1.04618595,-2.73889165,0.02785161,-2.76674326
19980112,1.06154246,-0.29436374,2.0440746,-2.72267616,0.02785161,-2.75052777
19980113,-1.00480406,-0.22541972,-0.85063772,0.54313302,0.02785161,0.51528141
19980114,0.20993104,0.30809576,-1.5958118,-0.36155069,0.02785161,-0.3894023
19980115,0.16807685,-0.5375166,0.59656901,-0.87755069,0.02785161,-0.9054023
19980116,-0.67152003,-0.24605312,0.77405961,0.3967547,0.02785161,0.36890309
19980119,-1.62938285,-0.97593717,0.72210313,2.02410873,0.02785161,1.99625712
19980120,-0.26709835,-0.08300631,-1.73470618,-0.56502983,0.02785161,-0.59288144
19980121,0.21810321,0.29692407,-0.77774026,-0.93298803,0.02785161,-0.96083964
19980122,0.44169049,-0.51488728,0.2112682,-1.17813602,0.02785161,-1.20598763
19980123,-0.04632276,0.03441867,-3.0723231,-1.10140628,0.02785161,-1.12925789
19980127,0.75532649,0.26955617,0.26753421,-1.29296483,0.02829921,-1.32126404
19980128,0.21557525,0.56708588,-0.86314532,-1.65427521,0.02829921,-1.68257442
19980129,-0.27308493,-0.13744442,0.83915043,-0.50639405,0.02829921,-0.53469326
19980202,-1.71807176,-1.11970626,-1.34899721,2.55883381,0.02829921,2.5305346
19980203,-0.46897461,-0.96841128,1.01940503,-0.15110705,0.02829921,-0.17940626
19980204,0.83559091,0.68531294,3.50862602,-0.89305321,0.02829921,-0.92135242
19980205,-0.84490541,-0.38982294,0.63672099,0.38829606,0.02829921,0.35999685
19980206,-0.04673675,-0.22742081,1.0549979,0.14402978,0.02829921,0.11573057
19980209,-0.32109214,-0.60976016,0.60153301,-0.37425282,0.02829921,-0.40255203
19980210,0.26506114,-0.30976437,0.68417435,-1.20585399,0.02829921,-1.2341532
19980211,-0.64815979,-0.91148541,0.26695495,-0.08837207,0.02829921,-0.11667128
19980212,-0.87979437,-0.4840737,0.01118107,-0.22327712,0.02829921,-0.25157633
19980213,-0.73891428,-0.3640585,0.16356669,1.15822011,0.02829921,1.1299209
19980216,-1.27666531,-0.15369905,0.28827287,2.02148784,0.02829921,1.99318863
19980217,0.64348087,0.02851951,0.2459448,-1.01643635,0.02829921,-1.04473556
19980218,-0.10347151,-0.24036999,0.16310141,-0.03818615,0.02829921,-0.06648536
19980219,-0.68278882,-0.55474409,0.93082931,0.65964825,0.02829921,0.63134904
19980220,0.51989984,0.83138154,0.15436133,-0.40922966,0.02829921,-0.43752887
19980223,-1.89200456,-0.99674362,0.94520583,1.87407986,0.02829921,1.84578065
19980224,-0.77307712,-0.03981384,1.76890089,0.7793896,0.02829921,0.75109039
19980226,-1.26882626,-0.62347582,0.54965613,2.79920603,0.02829921,2.77090682
19980227,0.18246229,0.44607808,-0.68062599,1.42434364,0.02829921,1.39604443
19980302,-1.13369623,0.61914741,-2.39137777,3.3121058,0.02829921,3.28380659
19980303,1.84181156,0.25199099,-0.15387097,-3.92344713,0.02829921,-3.95174634
19980304,-2.26727465,-1.20153676,-1.73051014,2.48098801,0.02829921,2.4526888
19980305,0.59081541,0.28490804,1.06458824,-0.77365954,0.02829921,-0.80195875
