Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-February-2020,7042.60,7047.30,6926.55,7000.85,6973.464376710389732943,21194,3028,147795604.00,2417,11.40,120.75,-41.75
12-February-2020,7049.00,7110.30,7010.00,7042.60,7055.891983884412336760,28792,3131,203153242.00,8648,30.04,100.30,-6.40
11-February-2020,6969.00,7089.00,6919.20,7034.10,7041.302398049044844871,22143,3596,155915559.00,4295,19.40,169.80,65.10
10-February-2020,6988.85,6988.85,6852.50,6891.60,6900.459349112426035502,16900,3567,116617763.00,3693,21.85,136.35,-97.25
7-February-2020,7030.00,7048.50,6935.25,6968.90,6974.081808767690714532,26073,3639,181835235.00,3311,12.70,113.25,-61.10
6-February-2020,7070.40,7120.25,6980.00,7022.90,7044.582101133767297495,23197,4122,163413171.00,4732,20.40,140.25,-47.50
5-February-2020,7200.00,7227.90,7021.85,7037.85,7090.894860960990468703,20354,4682,144328074.00,5498,27.01,206.05,-162.15
4-February-2020,7049.00,7211.00,7000.00,7200.10,7127.579301264870456575,21267,4807,151582229.00,5488,25.81,211.00,151.10
3-February-2020,6790.00,7040.00,6775.25,7009.40,6927.059804996591885724,33743,6440,233739779.00,9660,28.63,264.75,219.40
1-February-2020,6913.00,7108.15,6737.15,6806.20,6937.451244606704281447,60260,10421,418050812.00,9978,16.56,371.00,-106.80
31-January-2020,7042.00,7063.95,6890.15,6911.70,6979.232455535640424651,43518,5759,303722238.00,7397,17.00,173.80,-130.30
30-January-2020,7002.25,7050.00,6982.00,7019.45,7018.360867018160515524,15363,2875,107823078.00,3494,22.74,68.00,17.20
29-January-2020,7020.00,7115.00,6978.00,7011.90,7048.135895503642300929,27867,4149,196410403.00,5269,18.91,137.00,-8.10
28-January-2020,7161.00,7218.15,6967.15,6996.95,7081.244512917033484107,65882,10672,466526551.00,13345,20.26,251.00,-164.05
27-January-2020,7124.25,7224.95,7063.85,7143.75,7164.606421501569163917,24854,4491,178069128.00,8319,33.47,161.10,19.50
24-January-2020,7150.00,7209.95,7115.15,7127.00,7153.767812282858517291,18709,3347,133839842.00,3753,20.06,94.80,-23.00
23-January-2020,7136.35,7220.00,7125.00,7141.25,7162.668499838249566214,34003,3965,243552217.00,5193,15.27,95.00,4.90
22-January-2020,7334.20,7370.15,7109.65,7136.35,7178.022815843548501381,28226,4603,202606872.00,5236,18.55,260.50,-197.85
21-January-2020,7410.00,7434.75,7290.00,7303.10,7360.161184440254207696,14319,2425,105390148.00,2104,14.69,144.75,-106.90
20-January-2020,7524.00,7527.90,7420.00,7446.45,7463.478289442801483359,21303,2625,158994478.00,7036,33.03,107.90,-77.55
17-January-2020,7458.00,7566.00,7435.00,7524.55,7502.501477784776394205,20639,2886,154844128.00,6719,32.55,131.00,66.55
16-January-2020,7475.00,7520.40,7421.00,7464.90,7467.295449690237128818,18724,2916,139817640.00,5337,28.50,99.40,-10.10
15-January-2020,7362.00,7505.90,7352.60,7482.75,7432.910021078517477604,22772,3036,169262227.00,9656,42.40,153.30,120.75
14-January-2020,7348.15,7411.30,7330.70,7388.55,7381.197399527186761229,20304,2634,149867832.00,4685,23.07,80.60,40.40
13-January-2020,7325.00,7370.30,7278.20,7353.15,7327.941331175399554926,19772,2780,144888056.00,5526,27.95,92.10,28.15
10-January-2020,7254.00,7345.20,7234.50,7327.45,7295.306261112522225044,31496,3894,229772966.00,13766,43.71,110.70,73.45
9-January-2020,7178.00,7240.00,7100.00,7228.75,7183.358690735638800937,24319,3739,174692100.00,5183,21.31,140.00,50.75
8-January-2020,7073.85,7111.10,6986.15,7034.75,7025.991872223797372649,52905,4794,371710100.00,34840,65.85,124.95,-39.10
7-January-2020,7137.50,7161.35,7025.85,7073.85,7093.167477985013400426,18283,2864,129684381.00,2815,15.40,135.50,-63.65
6-January-2020,7230.00,7230.00,7026.20,7039.90,7068.897496889409353729,27326,4476,193164693.00,7401,27.08,203.80,-190.10
3-January-2020,7345.00,7345.00,7225.05,7256.15,7249.334451939291736930,59300,2739,429885533.00,43553,73.45,119.95,-88.85
2-January-2020,7315.00,7368.00,7312.10,7331.80,7337.703506808431262824,42888,3563,314699428.00,24217,56.47,55.90,16.80
1-January-2020,7380.05,7408.80,7288.50,7311.85,7334.870993074891125865,28014,3545,205479076.00,3675,13.12,120.30,-68.20
31-December-2019,7416.00,7416.00,7353.60,7367.20,7375.569002587369264968,27441,2616,202392989.00,10681,38.92,62.40,-48.80
30-December-2019,7362.20,7429.55,7345.00,7414.90,7385.229088090932575561,38710,4399,285882218.00,15383,39.74,84.55,52.70
27-December-2019,7251.30,7370.00,7251.30,7349.85,7319.657437546570453743,76497,4162,559931835.00,52947,69.21,118.70,98.55
26-December-2019,7323.90,7338.60,7224.75,7240.75,7283.726633689143452225,23046,3214,167860764.00,6714,29.13,113.85,-83.15
24-December-2019,7403.00,7420.95,7310.00,7327.40,7369.061579423044041134,40939,5439,301682012.00,6321,15.44,110.95,-75.60
23-December-2019,7258.75,7379.00,7256.20,7361.90,7333.888758215150466966,28910,4367,212022724.00,6046,20.91,122.80,103.15
20-December-2019,7247.00,7304.00,7234.30,7258.75,7264.379527087698293923,43433,4698,315513796.00,12805,29.48,69.70,11.75
19-December-2019,7250.00,7309.00,7192.00,7239.35,7264.672081125525306047,54730,5554,397595503.00,21338,38.99,117.00,-10.65
