Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-February-2020,1282.95,1282.95,1225.35,1230.20,1240.823553536332695964,187751,7714,232965863.00,64819,34.52,57.60,-52.75
12-February-2020,1259.05,1303.50,1252.50,1277.20,1279.425665568132970339,174475,7035,223227793.00,17956,10.29,51.00,18.15
11-February-2020,1292.00,1309.50,1285.30,1292.20,1296.640292740046838407,85400,3412,110733081.00,11344,13.28,24.20,0.20
10-February-2020,1304.90,1304.90,1269.00,1275.45,1277.832506293746998646,68719,3193,87811372.00,10578,15.39,35.90,-29.45
7-February-2020,1343.00,1345.95,1293.75,1298.70,1312.128246450795543466,107348,5363,140854343.00,20298,18.91,52.20,-44.30
6-February-2020,1272.00,1340.00,1263.10,1334.55,1311.269008124364303024,238911,9132,313276590.00,34434,14.41,76.90,62.55
5-February-2020,1289.70,1289.70,1266.00,1272.80,1276.979269588778715999,85623,3180,109338796.00,14166,16.54,23.70,-16.90
4-February-2020,1268.70,1284.00,1256.75,1272.45,1272.384011420413990007,135897,6791,172913170.00,26194,19.27,27.25,3.75
3-February-2020,1220.20,1267.80,1218.35,1262.90,1248.067277400900639724,206964,8598,258304996.00,61089,29.52,49.45,42.70
1-February-2020,1250.00,1263.45,1195.95,1210.90,1239.895542248835662009,123246,7363,152812166.00,45707,37.09,67.50,-39.10
31-January-2020,1247.00,1271.50,1240.30,1258.90,1259.983042587362241789,180570,7569,227515138.00,22623,12.53,31.20,11.90
30-January-2020,1251.00,1253.75,1221.05,1231.40,1240.199632432099904647,130044,5385,161280521.00,37540,28.87,32.70,-19.60
29-January-2020,1273.60,1276.60,1251.10,1258.25,1264.373222839477832361,130686,6512,165235879.00,31888,24.40,25.50,-15.35
28-January-2020,1284.65,1284.90,1240.75,1255.15,1266.729077415930545551,211016,9275,267300103.00,47053,22.30,44.15,-29.50
27-January-2020,1319.00,1319.00,1265.60,1271.60,1291.166577304678469007,203293,9850,262485127.00,52208,25.68,53.40,-47.40
24-January-2020,1330.30,1345.00,1309.00,1316.00,1328.576600127474435833,108257,5721,143827717.00,25296,23.37,36.00,-14.30
23-January-2020,1330.50,1340.00,1320.35,1332.15,1330.308665034103958272,144558,6250,192306760.00,26164,18.10,19.65,1.65
22-January-2020,1348.00,1348.70,1323.00,1327.60,1334.025218234723569350,81449,4470,108655020.00,13340,16.38,25.70,-20.40
21-January-2020,1330.00,1350.25,1321.00,1336.80,1338.453665805816470334,148303,6552,198496694.00,19837,13.38,29.25,6.80
20-January-2020,1365.20,1368.90,1322.45,1332.05,1340.733694402155460390,182606,7200,244826017.00,29408,16.10,46.45,-33.15
