Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-February-2020,2424.00,2440.80,2402.00,2409.00,2418.760111407120368127,16516,1742,39948242.00,7562,45.79,38.80,-15.00
12-February-2020,2413.40,2429.90,2401.00,2422.85,2417.720835573304661700,13021,1601,31481143.00,3808,29.24,28.90,9.45
11-February-2020,2410.00,2441.80,2391.00,2397.15,2418.194821606216223482,37193,2957,89939920.00,10231,27.51,50.80,-12.85
10-February-2020,2450.00,2451.00,2375.50,2385.05,2405.516682764070594433,22778,2310,54792859.00,9181,40.31,75.50,-64.95
7-February-2020,2480.00,2494.80,2421.50,2442.15,2457.651727066110542221,80078,7732,196803835.00,21690,27.09,73.30,-37.85
6-February-2020,2382.00,2425.10,2379.10,2411.90,2406.369400789066416722,45877,4607,110397009.00,13914,30.33,46.00,29.90
5-February-2020,2466.05,2476.65,2347.55,2374.95,2377.594449531533593864,244628,4823,581626175.00,215441,88.07,129.10,-91.10
4-February-2020,2425.00,2484.00,2409.05,2462.30,2456.298290556185033745,20299,2119,49860399.00,5639,27.78,74.95,37.30
3-February-2020,2417.10,2469.15,2360.00,2380.25,2403.372151742825471117,32476,3748,78051914.00,7937,24.44,109.15,-36.85
1-February-2020,2492.30,2530.00,2385.15,2449.75,2485.552940070946977705,42567,3996,105802532.00,4775,11.22,144.85,-42.55
31-January-2020,2510.05,2522.00,2492.10,2501.90,2508.998294573643410852,12900,1374,32366078.00,3478,26.96,29.90,-8.15
30-January-2020,2490.00,2521.00,2464.05,2482.15,2493.476929552270216236,19007,1902,47393516.00,4156,21.87,56.95,-7.85
29-January-2020,2479.00,2511.10,2472.00,2485.85,2493.010209842853110002,21254,2430,52986439.00,5543,26.08,39.10,6.85
28-January-2020,2456.35,2507.70,2442.60,2468.25,2485.573853018572899584,26221,2938,65174232.00,6187,23.60,65.10,11.90
27-January-2020,2469.90,2497.30,2427.00,2454.60,2470.472228411842476640,67317,3654,166304779.00,8234,12.23,70.30,-15.30
24-January-2020,2434.00,2473.90,2428.40,2468.90,2458.531110954163429620,14159,1637,34810342.00,6335,44.74,45.50,34.90
23-January-2020,2387.90,2434.20,2381.00,2430.30,2416.289076644538322269,6628,1273,16015164.00,1619,24.43,53.20,42.40
22-January-2020,2405.25,2420.10,2380.00,2397.75,2393.434273461982516905,6063,1002,14511392.00,2364,38.99,40.10,-7.50
21-January-2020,2402.00,2409.00,2377.40,2400.60,2392.421983022665616522,11427,1403,27338206.00,2576,22.54,31.60,-1.40
20-January-2020,2476.95,2476.95,2411.25,2416.70,2425.265417402657245987,13021,1429,31579381.00,2988,22.95,65.70,-60.25
17-January-2020,2442.00,2473.95,2425.00,2452.30,2458.811810012836970474,11685,1335,28731216.00,3787,32.41,48.95,10.30
16-January-2020,2478.90,2478.90,2428.50,2433.25,2441.334397580238615358,17853,1960,43585143.00,9594,53.74,50.40,-45.65
15-January-2020,2411.00,2480.90,2411.00,2475.30,2451.446034709258106893,14463,1755,35455264.00,4529,31.31,69.90,64.30
14-January-2020,2367.10,2417.30,2361.95,2408.80,2397.164468014584023864,15085,2000,36161226.00,4260,28.24,55.35,41.70
13-January-2020,2380.40,2380.95,2353.80,2366.10,2369.910556102362204724,8128,1047,19262633.00,3529,43.42,27.15,-14.30
10-January-2020,2355.95,2387.00,2351.30,2362.40,2371.355823748582536854,12346,1302,29276759.00,3801,30.79,35.70,6.45
9-January-2020,2344.20,2365.00,2326.80,2355.95,2351.243235508377562701,38436,2225,90372385.00,5679,14.78,38.20,11.75
8-January-2020,2328.00,2345.85,2311.40,2318.45,2321.702699662542182227,17780,1861,41279874.00,6681,37.58,34.45,-9.55
7-January-2020,2380.00,2395.90,2337.80,2349.35,2357.169756020278833967,12624,1449,29756911.00,3532,27.98,58.10,-30.65
6-January-2020,2400.00,2434.20,2355.50,2368.50,2380.757173353425001569,31854,2654,75836639.00,13797,43.31,78.70,-31.50
3-January-2020,2425.00,2448.90,2419.00,2433.60,2435.033078457446808510,30080,2172,73245795.00,9428,31.34,29.90,8.60
2-January-2020,2444.40,2450.00,2420.00,2429.25,2436.050808986148294727,17182,1363,41856225.00,2615,15.22,30.00,-15.15
1-January-2020,2460.00,2460.55,2428.65,2432.35,2441.847254790975984474,12367,1380,30198325.00,3049,24.65,31.90,-27.65
31-December-2019,2470.00,2474.90,2434.10,2443.85,2456.642892472054604807,10109,1050,24834203.00,2637,26.09,40.80,-26.15
30-December-2019,2443.10,2484.00,2441.05,2478.80,2463.561639908256880733,13952,1427,34371612.00,3791,27.17,42.95,35.70
27-December-2019,2443.05,2456.95,2423.10,2443.15,2440.364045277050071672,20231,1265,49371005.00,3452,17.06,33.85,0.10
26-December-2019,2446.35,2454.85,2426.00,2440.80,2442.686912860382248137,24696,1593,60324596.00,4886,19.78,28.85,-5.55
24-December-2019,2428.00,2448.00,2420.00,2433.45,2438.393183784451860091,32364,2149,78916157.00,7539,23.29,28.00,5.45
23-December-2019,2397.00,2435.00,2384.20,2419.60,2417.224903786468032278,40275,2072,97353733.00,5989,14.87,50.80,22.60
20-December-2019,2390.00,2424.00,2365.20,2390.25,2406.509054446766097461,83274,3410,200399635.00,10261,12.32,58.80,0.25
19-December-2019,2317.00,2376.15,2296.05,2361.55,2354.071673587290124571,49851,3180,117352827.00,11002,22.07,80.10,44.55
18-December-2019,2306.00,2321.40,2292.05,2311.60,2302.074619484587065223,36398,1465,83790912.00,3923,10.78,29.35,5.60
17-December-2019,2315.00,2328.75,2299.00,2302.95,2310.277189532597186507,13222,1355,30546485.00,4098,30.99,29.75,-12.05
16-December-2019,2350.00,2350.00,2305.00,2308.20,2319.284622349497799583,47491,1302,110145146.00,12777,26.90,45.00,-41.80
13-December-2019,2345.00,2358.00,2322.00,2336.75,2341.480363587755647640,37405,1576,87583073.00,3477,9.30,36.00,-8.25
12-December-2019,2322.00,2344.90,2308.15,2334.10,2335.656933636342767945,43563,1857,101748223.00,4741,10.88,36.75,12.10
11-December-2019,2345.00,2345.00,2263.25,2296.90,2287.541371361306618927,81554,4539,186558149.00,16270,19.95,81.75,-48.10
10-December-2019,2400.00,2405.40,2323.50,2330.40,2356.677082863627481925,66531,3644,156792083.00,17429,26.20,81.90,-69.60
